gene,coverage,RPKM,cohort,sample_id,subject_id
CP009273_extraction-deoA_-_deoA_CDS,0.738473167044596,1.69742903030713,MetaHIT-Spanish,O2.UC23.0,O2.UC23.0
CP009273_extraction-deoA_-_deoA_CDS,0.107331821617536,0.0245218690615965,MetaHIT-Spanish,O2.UC23.2,O2.UC23.2
CP009273_extraction-deoA_-_deoA_CDS,0.170068027210884,0.175893949219467,MetaHIT-Spanish,O2.UC24.0,O2.UC24.0
CP009273_extraction-deoA_-_deoA_CDS,0.957671957671958,1.09677765200023,MetaHIT-Spanish,O2.UC24.2,O2.UC24.2
CP009273_extraction-deoA_-_deoA_CDS,0.99697656840514,7.60683583457603,MetaHIT-Spanish,O2.UC26.0,O2.UC26.0
CP009273_extraction-deoA_-_deoA_CDS,0.990173847316704,4.49537036291129,MetaHIT-Spanish,O2.UC26.2,O2.UC26.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC27.0,O2.UC27.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC27.2,O2.UC27.2
CP009273_extraction-deoA_-_deoA_CDS,0.328042328042328,0.125079337777047,MetaHIT-Spanish,O2.UC29.0,O2.UC29.0
CP009273_extraction-deoA_-_deoA_CDS,0.123204837490552,0.043245275898375,MetaHIT-Spanish,O2.UC29.2,O2.UC29.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC30.0,O2.UC30.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC30.2,O2.UC30.2
CP009273_extraction-deoA_-_deoA_CDS,0.183673469387755,0.0539944182216732,MetaHIT-Spanish,O2.UC3.0,O2.UC3.0
CP009273_extraction-deoA_-_deoA_CDS,0.360544217687075,0.0988868281730505,MetaHIT-Spanish,O2.UC31.0,O2.UC31.0
CP009273_extraction-deoA_-_deoA_CDS,0.163265306122449,0.0486557621467174,MetaHIT-Spanish,O2.UC31.2,O2.UC31.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC32.0,O2.UC32.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC32.2,O2.UC32.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC3.2,O2.UC3.2
CP009273_extraction-deoA_-_deoA_CDS,0.26379440665155,0.0636602877887462,MetaHIT-Spanish,O2.UC34.0,O2.UC34.0
CP009273_extraction-deoA_-_deoA_CDS,0.0415721844293273,0.0124383126158378,MetaHIT-Spanish,O2.UC34.2,O2.UC34.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC35.0,O2.UC35.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC35.2,O2.UC35.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC36.2,O2.UC36.2
CP009273_extraction-deoA_-_deoA_CDS,0.780801209372638,0.393492441085836,MetaHIT-Spanish,O2.UC37.0,O2.UC37.0
CP009273_extraction-deoA_-_deoA_CDS,0.811791383219955,0.43086965900287,MetaHIT-Spanish,O2.UC37.2,O2.UC37.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC38.0,O2.UC38.0
CP009273_extraction-deoA_-_deoA_CDS,0.119425547996977,0.0493321311944927,MetaHIT-Spanish,O2.UC38.2,O2.UC38.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC40.0,O2.UC40.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC40.2,O2.UC40.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC4.0,O2.UC4.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC41.0,O2.UC41.0
CP009273_extraction-deoA_-_deoA_CDS,0.489795918367347,0.448583424699143,MetaHIT-Spanish,O2.UC41.2,O2.UC41.2
CP009273_extraction-deoA_-_deoA_CDS,0.325018896447468,0.0824319056586914,MetaHIT-Spanish,O2.UC4.2,O2.UC4.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC43.0,O2.UC43.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC43.2,O2.UC43.2
CP009273_extraction-deoA_-_deoA_CDS,0.502645502645503,0.198642468155614,MetaHIT-Spanish,O2.UC44.0,O2.UC44.0
CP009273_extraction-deoA_-_deoA_CDS,0.26681783824641,0.115531068323936,MetaHIT-Spanish,O2.UC44.2,O2.UC44.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC46.0,O2.UC46.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC46.2,O2.UC46.2
CP009273_extraction-deoA_-_deoA_CDS,0.975812547241119,1.49470666792499,MetaHIT-Spanish,O2.UC47.0,O2.UC47.0
CP009273_extraction-deoA_-_deoA_CDS,0.848828420256992,0.474377635019099,MetaHIT-Spanish,O2.UC47.2,O2.UC47.2
CP009273_extraction-deoA_-_deoA_CDS,0.0445956160241875,0.0123021127531178,MetaHIT-Spanish,O2.UC48.0,O2.UC48.0
CP009273_extraction-deoA_-_deoA_CDS,0.63718820861678,0.254498258432306,MetaHIT-Spanish,O2.UC48.2,O2.UC48.2
CP009273_extraction-deoA_-_deoA_CDS,0.054421768707483,0.013791305197328,MetaHIT-Spanish,O2.UC5.0,O2.UC5.0
CP009273_extraction-deoA_-_deoA_CDS,0.99697656840514,4.70593868277737,MetaHIT-Spanish,O2.UC5.2,O2.UC5.2
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,O2.UC9.0,O2.UC9.0
CP009273_extraction-deoA_-_deoA_CDS,0.183673469387755,0.0519482467067514,MetaHIT-Spanish,O2.UC9.2,O2.UC9.2
CP009273_extraction-deoA_-_deoA_CDS,0.159486016628874,0.313230530681625,MetaHIT-Spanish,V1.UC10.0,V1.UC10.0
CP009273_extraction-deoA_-_deoA_CDS,0.325018896447468,0.114658706660353,MetaHIT-Spanish,V1.UC10.2,V1.UC10.2
CP009273_extraction-deoA_-_deoA_CDS,0.623582766439909,0.245421623361603,MetaHIT-Spanish,V1.UC1.0,V1.UC1.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC11.0,V1.UC11.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC11.5,V1.UC11.5
CP009273_extraction-deoA_-_deoA_CDS,0.343915343915344,0.141915448705711,MetaHIT-Spanish,V1.UC12.0,V1.UC12.0
CP009273_extraction-deoA_-_deoA_CDS,0.984126984126984,0.828625791346847,MetaHIT-Spanish,V1.UC12.4,V1.UC12.4
CP009273_extraction-deoA_-_deoA_CDS,0.0718065003779289,0.0871780867265604,MetaHIT-Spanish,V1.UC13.0,V1.UC13.0
CP009273_extraction-deoA_-_deoA_CDS,0.659863945578231,0.358175670158278,MetaHIT-Spanish,V1.UC13.3,V1.UC13.3
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC14.0,V1.UC14.0
CP009273_extraction-deoA_-_deoA_CDS,0.978835978835979,1.35915399096469,MetaHIT-Spanish,V1.UC14.1,V1.UC14.1
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC15.0,V1.UC15.0
CP009273_extraction-deoA_-_deoA_CDS,0.0952380952380952,0.0244860140583932,MetaHIT-Spanish,V1.UC15.3,V1.UC15.3
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC17.0,V1.UC17.0
CP009273_extraction-deoA_-_deoA_CDS,0.434618291761149,0.154750725712624,MetaHIT-Spanish,V1.UC17.2,V1.UC17.2
CP009273_extraction-deoA_-_deoA_CDS,0.226757369614512,0.10580016848369,MetaHIT-Spanish,V1.UC2.0,V1.UC2.0
CP009273_extraction-deoA_-_deoA_CDS,0.0559334845049131,0.113741006784368,MetaHIT-Spanish,V1.UC21.0,V1.UC21.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC21.4,V1.UC21.4
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC23.0,V1.UC23.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC23.1,V1.UC23.1
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC2.4,V1.UC2.4
CP009273_extraction-deoA_-_deoA_CDS,0.151171579743008,0.0371150722682693,MetaHIT-Spanish,V1.UC25.0,V1.UC25.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC25.1,V1.UC25.1
CP009273_extraction-deoA_-_deoA_CDS,0.63114134542706,0.297004328479009,MetaHIT-Spanish,V1.UC26.0,V1.UC26.0
CP009273_extraction-deoA_-_deoA_CDS,0.820861678004535,0.23784366387881,MetaHIT-Spanish,V1.UC26.4,V1.UC26.4
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC3.0,V1.UC3.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC31.0,V1.UC31.0
CP009273_extraction-deoA_-_deoA_CDS,0.129251700680272,0.0247582926300045,MetaHIT-Spanish,V1.UC31.4,V1.UC31.4
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC3.2,V1.UC3.2
CP009273_extraction-deoA_-_deoA_CDS,0.297052154195011,0.0697063145740424,MetaHIT-Spanish,V1.UC35.0,V1.UC35.0
CP009273_extraction-deoA_-_deoA_CDS,0.377173091458806,0.0965210952098932,MetaHIT-Spanish,V1.UC35.4,V1.UC35.4
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC38.0,V1.UC38.0
CP009273_extraction-deoA_-_deoA_CDS,0.377173091458806,0.104725190599922,MetaHIT-Spanish,V1.UC39.0,V1.UC39.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC40.0,V1.UC40.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC4.0,V1.UC4.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC45.0,V1.UC45.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC4.5,V1.UC4.5
CP009273_extraction-deoA_-_deoA_CDS,0.256991685563114,0.0664510205854945,MetaHIT-Spanish,V1.UC47.0,V1.UC47.0
CP009273_extraction-deoA_-_deoA_CDS,0.619803476946334,0.434734741083118,MetaHIT-Spanish,V1.UC49.0,V1.UC49.0
CP009273_extraction-deoA_-_deoA_CDS,0.9145880574452,0.74026493028891,MetaHIT-Spanish,V1.UC49.1,V1.UC49.1
CP009273_extraction-deoA_-_deoA_CDS,0.796674225245654,0.419321890451556,MetaHIT-Spanish,V1.UC50.1,V1.UC50.1
CP009273_extraction-deoA_-_deoA_CDS,0.752834467120181,0.589888681964011,MetaHIT-Spanish,V1.UC5.0,V1.UC5.0
CP009273_extraction-deoA_-_deoA_CDS,0.844293272864701,0.433287428162369,MetaHIT-Spanish,V1.UC51.0,V1.UC51.0
CP009273_extraction-deoA_-_deoA_CDS,0.0453514739229025,0.0159566386483892,MetaHIT-Spanish,V1.UC51.4,V1.UC51.4
CP009273_extraction-deoA_-_deoA_CDS,0.676492819349962,0.237954139856652,MetaHIT-Spanish,V1.UC52.0,V1.UC52.0
CP009273_extraction-deoA_-_deoA_CDS,0.702947845804989,0.191784445405731,MetaHIT-Spanish,V1.UC52.1,V1.UC52.1
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC53.0,V1.UC53.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC53.4,V1.UC53.4
CP009273_extraction-deoA_-_deoA_CDS,0.965230536659108,0.929313695117218,MetaHIT-Spanish,V1.UC5.3,V1.UC5.3
CP009273_extraction-deoA_-_deoA_CDS,0.234315948601663,0.0261999987457353,MetaHIT-Spanish,V1.UC54.0,V1.UC54.0
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC55.0,V1.UC55.0
CP009273_extraction-deoA_-_deoA_CDS,0.377173091458806,0.0419768298048635,MetaHIT-Spanish,V1.UC55.4,V1.UC55.4
CP009273_extraction-deoA_-_deoA_CDS,0,0,MetaHIT-Spanish,V1.UC56.0,V1.UC56.0
CP009273_extraction-deoA_-_deoA_CDS,0.868480725623583,0.373687521253786,MetaHIT-Spanish,V1.UC58.0,V1.UC58.0
CP009273_extraction-udp_-_udp_CDS,1,155.775068955635,Chinese,SRR1778450,SRR1778450
CP009273_extraction-udp_-_udp_CDS,0.956692913385827,1.85631286849153,Chinese,SRR413673,SRR413673
CP009273_extraction-udp_-_udp_CDS,0.939632545931758,0.944142229858064,Chinese,SRR413674,SRR413674
CP009273_extraction-udp_-_udp_CDS,0.116797900262467,0.0233123593812382,Chinese,SRR413675,SRR413675
CP009273_extraction-udp_-_udp_CDS,0.9750656167979,4.40131372058541,Chinese,SRR413676,SRR413676
CP009273_extraction-udp_-_udp_CDS,0.414698162729659,0.151258439090731,Chinese,SRR413677,SRR413677
CP009273_extraction-udp_-_udp_CDS,1,3.7060733137441,Chinese,SRR413678,SRR413678
CP009273_extraction-udp_-_udp_CDS,0.99737532808399,7.09145705795939,Chinese,SRR413679,SRR413679
CP009273_extraction-udp_-_udp_CDS,0.984251968503937,1.78108297543653,Chinese,SRR413680,SRR413680
CP009273_extraction-udp_-_udp_CDS,0.998687664041995,4.92034143534074,Chinese,SRR413681,SRR413681
CP009273_extraction-udp_-_udp_CDS,0.597112860892388,0.243316188075173,Chinese,SRR413682,SRR413682
CP009273_extraction-udp_-_udp_CDS,0.87007874015748,0.762977641382365,Chinese,SRR413683,SRR413683
CP009273_extraction-udp_-_udp_CDS,1,37.1447500317382,Chinese,SRR413684,SRR413684
CP009273_extraction-udp_-_udp_CDS,1,25.5229511017906,Chinese,SRR413685,SRR413685
CP009273_extraction-udp_-_udp_CDS,0,0,Chinese,SRR413686,SRR413686
CP009273_extraction-udp_-_udp_CDS,0.998687664041995,1.68276773236242,Chinese,SRR413687,SRR413687
CP009273_extraction-udp_-_udp_CDS,0.757217847769029,0.316812595478235,Chinese,SRR413689,SRR413689
CP009273_extraction-udp_-_udp_CDS,0.996062992125984,1.88886713791967,Chinese,SRR413690,SRR413690
CP009273_extraction-udp_-_udp_CDS,0.34251968503937,0.204805026031996,Chinese,SRR413691,SRR413691
CP009273_extraction-udp_-_udp_CDS,0.707349081364829,0.38575112354371,Chinese,SRR413692,SRR413692
CP009273_extraction-udp_-_udp_CDS,0.99737532808399,18.3395375590439,Chinese,SRR413694,SRR413694
CP009273_extraction-udp_-_udp_CDS,0.792650918635171,0.464672442403181,Chinese,SRR413695,SRR413695
CP009273_extraction-udp_-_udp_CDS,0.593175853018373,0.201423754578274,Chinese,SRR413696,SRR413696
CP009273_extraction-udp_-_udp_CDS,1,6.8602638314952,Chinese,SRR413697,SRR413697
CP009273_extraction-udp_-_udp_CDS,0.986876640419947,4.07344171876191,Chinese,SRR413698,SRR413698
CP009273_extraction-udp_-_udp_CDS,0.0866141732283465,0.0417899664477846,Chinese,SRR413699,SRR413699
CP009273_extraction-udp_-_udp_CDS,0.985564304461942,2.43164974753587,Chinese,SRR413700,SRR413700
CP009273_extraction-udp_-_udp_CDS,0.200787401574803,0.0985700159177801,Chinese,SRR413701,SRR413701
CP009273_extraction-udp_-_udp_CDS,0.99737532808399,7.84599099352405,Chinese,SRR413702,SRR413702
CP009273_extraction-udp_-_udp_CDS,0.89501312335958,0.517559822804244,Chinese,SRR413703,SRR413703
CP009273_extraction-udp_-_udp_CDS,0.644356955380577,0.404279446391466,Chinese,SRR413704,SRR413704
CP009273_extraction-udp_-_udp_CDS,0.990813648293963,3.71567536848008,Chinese,SRR413705,SRR413705
CP009273_extraction-udp_-_udp_CDS,1,38.5530330514664,Chinese,SRR413706,SRR413706
CP009273_extraction-udp_-_udp_CDS,0.930446194225722,0.947997030022429,Chinese,SRR413707,SRR413707
CP009273_extraction-udp_-_udp_CDS,0.998687664041995,5.24951670767161,Chinese,SRR413708,SRR413708
CP009273_extraction-udp_-_udp_CDS,0.167979002624672,0.0848162740672186,Chinese,SRR413709,SRR413709
CP009273_extraction-udp_-_udp_CDS,0.996062992125984,2.45953802088456,Chinese,SRR413710,SRR413710
CP009273_extraction-udp_-_udp_CDS,0.956692913385827,2.3416825115882,Chinese,SRR413711,SRR413711
CP009273_extraction-udp_-_udp_CDS,0.998687664041995,59.0775856736214,Chinese,SRR413712,SRR413712
CP009273_extraction-udp_-_udp_CDS,0.993438320209974,3.57093835720128,Chinese,SRR413713,SRR413713
CP009273_extraction-udp_-_udp_CDS,0.560367454068242,0.288314623838601,Chinese,SRR413714,SRR413714
CP009273_extraction-udp_-_udp_CDS,0.110236220472441,0.0183683441998913,Chinese,SRR413715,SRR413715
CP009273_extraction-udp_-_udp_CDS,0.740157480314961,0.177230195770133,Chinese,SRR413716,SRR413716
CP009273_extraction-udp_-_udp_CDS,0.418635170603675,0.321293362487045,Chinese,SRR413717,SRR413717
CP009273_extraction-udp_-_udp_CDS,0.954068241469816,3.82450234850885,Chinese,SRR413718,SRR413718
CP009273_extraction-udp_-_udp_CDS,0.993438320209974,2.94879406939765,Chinese,SRR413719,SRR413719
CP009273_extraction-udp_-_udp_CDS,0.965879265091864,2.37522033805692,Chinese,SRR413720,SRR413720
CP009273_extraction-udp_-_udp_CDS,0.998687664041995,6.26271876421218,Chinese,SRR413721,SRR413721
CP009273_extraction-udp_-_udp_CDS,0.413385826771654,0.26052101624299,Chinese,SRR413723,SRR413723
CP009273_extraction-udp_-_udp_CDS,0.99737532808399,8.9195886730872,Chinese,SRR413724,SRR413724
CP009273_extraction-udp_-_udp_CDS,0.954068241469816,1.64365666703385,Chinese,SRR413725,SRR413725
CP009273_extraction-udp_-_udp_CDS,0.164041994750656,0.105949619644203,Chinese,SRR413726,SRR413726
CP009273_extraction-udp_-_udp_CDS,0.981627296587926,1.49545268542296,Chinese,SRR413727,SRR413727
CP009273_extraction-udp_-_udp_CDS,0.33989501312336,0.0706681819223281,Chinese,SRR413728,SRR413728
CP009273_extraction-udp_-_udp_CDS,0.969816272965879,2.45750664298545,Chinese,SRR413729,SRR413729
CP009273_extraction-udp_-_udp_CDS,0.989501312335958,4.60907343550429,Chinese,SRR413730,SRR413730
CP009273_extraction-udp_-_udp_CDS,0.958005249343832,1.66420000142861,Chinese,SRR413731,SRR413731
CP009273_extraction-udp_-_udp_CDS,0.276902887139108,0.209703927836047,Chinese,SRR413732,SRR413732
CP009273_extraction-udp_-_udp_CDS,1,17.9227186261499,Chinese,SRR413733,SRR413733
CP009273_extraction-udp_-_udp_CDS,1,6.62180594270106,Chinese,SRR413734,SRR413734
CP009273_extraction-udp_-_udp_CDS,0.602362204724409,0.186037263462134,Chinese,SRR413735,SRR413735
CP009273_extraction-udp_-_udp_CDS,0.990813648293963,3.73224115836932,Chinese,SRR413736,SRR413736
CP009273_extraction-udp_-_udp_CDS,0.980314960629921,1.22935187163401,Chinese,SRR413737,SRR413737
CP009273_extraction-udp_-_udp_CDS,1,12.2838252245663,Chinese,SRR413738,SRR413738
CP009273_extraction-udp_-_udp_CDS,0.837270341207349,0.631360205514111,Chinese,SRR413739,SRR413739
CP009273_extraction-udp_-_udp_CDS,0.954068241469816,0.904617710727351,Chinese,SRR413740,SRR413740
CP009273_extraction-udp_-_udp_CDS,0.955380577427822,1.02329804920431,Chinese,SRR413741,SRR413741
CP009273_extraction-udp_-_udp_CDS,0.661417322834646,0.288744613296714,Chinese,SRR413742,SRR413742
CP009273_extraction-udp_-_udp_CDS,0.161417322834646,0.425990258711088,Chinese,SRR413743,SRR413743
CP009273_extraction-udp_-_udp_CDS,0.875328083989501,1.20670883507349,Chinese,SRR413744,SRR413744
CP009273_extraction-udp_-_udp_CDS,0.998687664041995,12.2558807909448,Chinese,SRR413745,SRR413745
CP009273_extraction-udp_-_udp_CDS,1,9.11972773333581,Chinese,SRR413746,SRR413746
CP009273_extraction-udp_-_udp_CDS,0.758530183727034,0.478667866225444,Chinese,SRR413747,SRR413747
CP009273_extraction-udp_-_udp_CDS,0.926509186351706,1.04164732591824,Chinese,SRR413748,SRR413748
CP009273_extraction-udp_-_udp_CDS,0.232283464566929,0.0650145228647998,Chinese,SRR413749,SRR413749
CP009273_extraction-udp_-_udp_CDS,0.994750656167979,7.03884965208168,Chinese,SRR413750,SRR413750
CP009273_extraction-udp_-_udp_CDS,0.627296587926509,0.199160015412668,Chinese,SRR413751,SRR413751
CP009273_extraction-udp_-_udp_CDS,0.116797900262467,0.0290331489169083,Chinese,SRR413752,SRR413752
CP009273_extraction-udp_-_udp_CDS,0.959317585301837,1.41287873306344,Chinese,SRR413753,SRR413753
CP009273_extraction-udp_-_udp_CDS,1,6.22664502042658,Chinese,SRR413754,SRR413754
CP009273_extraction-udp_-_udp_CDS,0.213910761154856,0.0683183959201687,Chinese,SRR413755,SRR413755
CP009273_extraction-udp_-_udp_CDS,1,90.5772566533593,Chinese,SRR413756,SRR413756
CP009273_extraction-udp_-_udp_CDS,0.992125984251969,3.13134887649404,Chinese,SRR413757,SRR413757
CP009273_extraction-udp_-_udp_CDS,1,24.6746612428095,Chinese,SRR413759,SRR413759
CP009273_extraction-udp_-_udp_CDS,0.354330708661417,0.0846111291246795,Chinese,SRR413760,SRR413760
CP009273_extraction-udp_-_udp_CDS,0.956692913385827,0.455978945461414,Chinese,SRR413761,SRR413761
CP009273_extraction-udp_-_udp_CDS,0.169291338582677,0.0449565585029191,Chinese,SRR413762,SRR413762
CP009273_extraction-udp_-_udp_CDS,0.534120734908136,0.238718630167088,Chinese,SRR413763,SRR413763
CP009273_extraction-udp_-_udp_CDS,0.442257217847769,0.160795171744205,Chinese,SRR413764,SRR413764
CP009273_extraction-udp_-_udp_CDS,0.943569553805774,2.60662714176799,Chinese,SRR413765,SRR413765
CP009273_extraction-udp_-_udp_CDS,0.720472440944882,0.331314697584761,Chinese,SRR413766,SRR413766
CP009273_extraction-udp_-_udp_CDS,0.416010498687664,0.120126712955505,Chinese,SRR413767,SRR413767
CP009273_extraction-udp_-_udp_CDS,0.387139107611549,0.137325229183336,Chinese,SRR413769,SRR413769
CP009273_extraction-udp_-_udp_CDS,0.799212598425197,0.230279446933615,Chinese,SRR413770,SRR413770
CP009273_extraction-udp_-_udp_CDS,1,15.3890316023012,Chinese,SRR413771,SRR413771
CP009273_extraction-udp_-_udp_CDS,0.981627296587926,2.60740954612526,Chinese,SRR413772,SRR413772
CP009273_extraction-udp_-_udp_CDS,0.702099737532808,0.228529782964866,Chinese,SRR413773,SRR413773
CP009273_extraction-udp_-_udp_CDS,0.990813648293963,0.910543397684689,Chinese,SRR413556,SRR413556
CP009273_extraction-udp_-_udp_CDS,0.385826771653543,0.277234327569959,Chinese,SRR413557,SRR413557
CP009273_extraction-udp_-_udp_CDS,0.118110236220472,0.0685017276079531,Chinese,SRR413558,SRR413558
CP009273_extraction-udp_-_udp_CDS,0.76246719160105,0.342626817724516,Chinese,SRR413559,SRR413559
CP009273_extraction-udp_-_udp_CDS,0.703412073490814,0.663387496131005,Chinese,SRR413560,SRR413560
CP009273_extraction-udp_-_udp_CDS,0.506561679790026,0.222426939380405,Chinese,SRR413561,SRR413561
CP009273_extraction-udp_-_udp_CDS,0.943569553805774,0.739840867635179,Chinese,SRR413562,SRR413562
CP009273_extraction-udp_-_udp_CDS,0.539370078740158,0.223100220646966,Chinese,SRR413563,SRR413563
CP009273_extraction-udp_-_udp_CDS,0.47244094488189,0.155284577371553,Chinese,SRR413564,SRR413564
CP009273_extraction-udp_-_udp_CDS,0.927821522309711,0.93608008292196,Chinese,SRR413565,SRR413565
CP009273_extraction-udp_-_udp_CDS,0.998687664041995,11.3602001312759,Chinese,SRR413566,SRR413566
CP009273_extraction-udp_-_udp_CDS,0,0,Chinese,SRR413575,SRR413575
CP009273_extraction-udp_-_udp_CDS,0.996062992125984,2.54635078124034,Chinese,SRR413576,SRR413576
CP009273_extraction-udp_-_udp_CDS,0.616797900262467,0.31737223041994,Chinese,SRR413577,SRR413577
CP009273_extraction-udp_-_udp_CDS,1,19.3414003887953,Chinese,SRR413578,SRR413578
CP009273_extraction-udp_-_udp_CDS,0.135170603674541,0.0608224373447805,Chinese,SRR413579,SRR413579
CP009273_extraction-udp_-_udp_CDS,1,14.954389670695,Chinese,SRR413580,SRR413580
CP009273_extraction-udp_-_udp_CDS,0.191601049868766,0.0711862557174929,Chinese,SRR413581,SRR413581
CP009273_extraction-udp_-_udp_CDS,1,13.9784975578595,Chinese,SRR413582,SRR413582
CP009273_extraction-udp_-_udp_CDS,0.937007874015748,0.851698786091691,Chinese,SRR413583,SRR413583
CP009273_extraction-udp_-_udp_CDS,0.980314960629921,3.77639758616158,Chinese,SRR413584,SRR413584
CP009273_extraction-udp_-_udp_CDS,0.998687664041995,46.2999899650585,Chinese,SRR413585,SRR413585
CP009273_extraction-udp_-_udp_CDS,0.977690288713911,3.07877132429293,Chinese,SRR413586,SRR413586
CP009273_extraction-udp_-_udp_CDS,0.191601049868766,0.0608448926848342,Chinese,SRR413587,SRR413587
CP009273_extraction-udp_-_udp_CDS,1,13.283413406569,Chinese,SRR413588,SRR413588
CP009273_extraction-udp_-_udp_CDS,0.967191601049869,1.84329499439034,Chinese,SRR413589,SRR413589
CP009273_extraction-udp_-_udp_CDS,0,0,Chinese,SRR413590,SRR413590
CP009273_extraction-udp_-_udp_CDS,0.964566929133858,1.44270651714917,Chinese,SRR413592,SRR413592
CP009273_extraction-udp_-_udp_CDS,0.926509186351706,0.892428529722356,Chinese,SRR413593,SRR413593
CP009273_extraction-udp_-_udp_CDS,0.960629921259842,0.89631091978199,Chinese,SRR413594,SRR413594
CP009273_extraction-udp_-_udp_CDS,0.421259842519685,0.171870114518144,Chinese,SRR413595,SRR413595
CP009273_extraction-udp_-_udp_CDS,0,0,Chinese,SRR413596,SRR413596
CP009273_extraction-udp_-_udp_CDS,0,0,Chinese,SRR413597,SRR413597
CP009273_extraction-udp_-_udp_CDS,0.913385826771654,0.695562748564254,Chinese,SRR413598,SRR413598
CP009273_extraction-udp_-_udp_CDS,0.950131233595801,1.76217729691114,Chinese,SRR413599,SRR413599
CP009273_extraction-udp_-_udp_CDS,0.648293963254593,0.54491977711371,Chinese,SRR413600,SRR413600
CP009273_extraction-udp_-_udp_CDS,0.99737532808399,25.7598421070264,Chinese,SRR413601,SRR413601
CP009273_extraction-udp_-_udp_CDS,0.952755905511811,1.52578531290822,Chinese,SRR413602,SRR413602
CP009273_extraction-udp_-_udp_CDS,0.99737532808399,11.0433844827405,Chinese,SRR413603,SRR413603
CP009273_extraction-udp_-_udp_CDS,0.469816272965879,0.305783842751595,Chinese,SRR413604,SRR413604
CP009273_extraction-udp_-_udp_CDS,0.767716535433071,0.262492402986771,Chinese,SRR413605,SRR413605
CP009273_extraction-udp_-_udp_CDS,0.955380577427822,0.798073841808857,Chinese,SRR413606,SRR413606
CP009273_extraction-udp_-_udp_CDS,0.755905511811024,0.304192642336114,Chinese,SRR413607,SRR413607
CP009273_extraction-udp_-_udp_CDS,0.812335958005249,0.674880335447554,Chinese,SRR413608,SRR413608
